latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
20.58702,-76.8146,305.95,1.05,1.02,2023-01-03,0302,T,66,6.1NRT,289.29,7.1,N
21.07542,-78.03019,304.99,1.16,1.07,2023-01-03,0302,T,62,6.1NRT,292.77,6.85,N
21.16529,-78.38058,307.78,1.21,1.09,2023-01-03,0302,T,72,6.1NRT,292.61,10.07,N
26.10195,-98.29195,304.18,1.22,1.1,2023-01-03,0442,T,59,6.1NRT,293.74,6.36,N
26.10357,-98.29852,304.68,1.22,1.1,2023-01-03,0442,T,61,6.1NRT,293.77,6.9,N
26.89047,-101.46214,315.82,1,1,2023-01-03,0442,T,92,6.1NRT,288.1,15.62,N
28.32066,-100.89635,300.67,1.02,1.01,2023-01-03,0442,T,31,6.1NRT,285.34,5.56,N
28.32961,-100.8979,303.95,1.02,1.01,2023-01-03,0442,T,58,6.1NRT,284.75,7.6,N
32.17654,-102.26227,300.84,1.01,1,2023-01-03,0442,T,34,6.1NRT,278.17,8.54,N
32.17511,-102.27276,303.45,1.01,1,2023-01-03,0442,T,55,6.1NRT,277.89,10,N
17.8433,-93.11848,335.78,2.09,1.41,2023-01-03,0440,T,100,6.1NRT,294.16,104.84,N
17.84693,-93.10508,307.82,2.09,1.41,2023-01-03,0440,T,73,6.1NRT,293.55,21.08,N
17.84483,-93.1246,329.81,2.09,1.41,2023-01-03,0440,T,100,6.1NRT,294.14,81.72,N
17.88841,-93.18853,310.4,2.07,1.4,2023-01-03,0440,T,80,6.1NRT,293.99,24.98,N
17.90087,-93.19003,314.89,2.07,1.4,2023-01-03,0440,T,90,6.1NRT,294.49,35.27,N
17.90499,-93.17749,306.7,2.07,1.4,2023-01-03,0440,T,69,6.1NRT,294.17,17.29,N
17.90294,-93.19685,305.04,2.07,1.4,2023-01-03,0440,T,63,6.1NRT,294.23,14.3,N
18.06852,-93.31907,304.15,2.03,1.39,2023-01-03,0440,T,59,6.1NRT,294.07,13.59,N
18.08816,-94.04754,314.76,1.79,1.31,2023-01-03,0440,T,90,6.1NRT,293.87,29.61,N
18.09564,-94.05432,312.04,1.79,1.31,2023-01-03,0440,T,84,6.1NRT,293.45,25.01,N
18.50384,-96.14541,302.93,1.31,1.13,2023-01-03,0440,T,52,6.1NRT,277.19,9.75,N
19.30107,-92.15075,316.59,2.6,1.55,2023-01-03,0440,T,91,6.1NRT,294.83,50.77,N
19.29851,-92.17504,332.79,2.58,1.54,2023-01-03,0440,T,100,6.1NRT,295.08,122.08,N
19.29353,-92.15651,327.8,2.6,1.55,2023-01-03,0440,T,100,6.1NRT,295.06,97.49,N
19.29116,-92.18082,323.36,2.58,1.54,2023-01-03,0440,T,100,6.1NRT,294.94,76.73,N
19.3946,-92.04904,309,2.65,1.56,2023-01-03,0440,T,64,6.1NRT,294.93,29.23,N
21.16533,-78.37304,309.69,1,1,2023-01-03,0709,A,78,6.1NRT,291.67,9.57,N
33.55011,-99.38584,300.52,1.01,1.01,2023-01-03,0845,A,29,6.1NRT,277.7,8.53,N
26.90141,-101.51107,328.76,1,1,2023-01-03,0847,A,100,6.1NRT,284.9,29.77,N
26.89991,-101.50113,326.19,1,1,2023-01-03,0847,A,100,6.1NRT,284.94,26.6,N
18.51175,-96.14297,305.21,2.64,1.56,2023-01-03,0849,A,63,6.1NRT,292.83,31.46,N
18.10114,-94.03251,302.64,3.87,1.83,2023-01-03,0849,A,50,6.1NRT,290.91,38.78,N
17.90472,-93.15254,302.82,4.54,1.96,2023-01-03,0849,A,52,6.1NRT,292.58,44.19,N
17.8444,-93.12286,311.8,4.57,1.96,2023-01-03,0849,A,83,6.1NRT,292.24,98.46,N
17.83553,-93.08077,306.25,4.61,1.97,2023-01-03,0849,A,67,6.1NRT,292.17,64.76,N
17.90491,-93.16055,306.4,4.54,1.96,2023-01-03,0849,A,68,6.1NRT,292.59,59.61,N
17.84489,-93.13099,306.49,4.57,1.96,2023-01-03,0849,A,68,6.1NRT,292.2,65.56,N
17.8363,-93.08887,311.39,4.61,1.97,2023-01-03,0849,A,82,6.1NRT,292.2,96.59,N
20.30318,-76.60545,314.15,1.64,1.26,2023-01-03,1509,T,66,6.1NRT,299.4,12.63,D
20.15209,-77.38715,312.74,1.86,1.33,2023-01-03,1509,T,66,6.1NRT,296.85,16.45,D
19.29859,-72.52296,315.05,1.01,1,2023-01-03,1509,T,65,6.1NRT,299.52,6.39,D
19.20407,-72.1171,314.1,1,1,2023-01-03,1509,T,68,6.1NRT,300.6,5.15,D
18.93087,-70.35886,311.61,1.07,1.03,2023-01-03,1509,T,0,6.1NRT,284.05,10.34,D
18.92934,-70.34904,326.71,1.07,1.03,2023-01-03,1509,T,63,6.1NRT,286.46,26.09,D
36.22029,-98.25296,305.38,1.68,1.28,2023-01-03,1645,T,61,6.1NRT,280.18,19.32,D
34.42195,-95.69754,365.32,1.16,1.07,2023-01-03,1645,T,100,6.1NRT,290.83,128.32,D
34.42043,-95.68515,326.78,1.16,1.07,2023-01-03,1645,T,85,6.1NRT,287.27,32.66,D
34.41244,-95.69926,301.95,1.16,1.07,2023-01-03,1645,T,50,6.1NRT,286.9,7.32,D
34.34117,-96.55922,305.45,1.28,1.12,2023-01-03,1645,T,61,6.1NRT,287.23,10.21,D
34.01059,-95.73077,313.87,1.16,1.07,2023-01-03,1645,T,70,6.1NRT,288.6,15.89,D
33.88142,-95.19715,309.31,1.1,1.05,2023-01-03,1645,T,68,6.1NRT,288.19,11.27,D
33.24057,-95.8689,301.01,1.15,1.07,2023-01-03,1645,T,44,6.1NRT,288.28,5.14,D
32.9377,-99.70059,300.59,1.89,1.34,2023-01-03,1645,T,33,6.1NRT,285.68,9.12,D
31.57243,-94.11755,311.39,1.01,1,2023-01-03,1647,T,54,6.1NRT,285.05,11.97,D
29.75656,-93.87572,305.6,1,1,2023-01-03,1647,T,0,6.1NRT,293.46,4.15,D
29.25942,-97.48782,305.88,1.24,1.11,2023-01-03,1647,T,34,6.1NRT,288.57,6.7,D
29.19277,-97.60052,327.74,1.26,1.11,2023-01-03,1647,T,85,6.1NRT,292.78,34.95,D
26.89511,-101.51223,308.28,2.1,1.41,2023-01-03,1647,T,66,6.1NRT,294.04,16.23,D
26.38629,-98.23117,309.73,1.26,1.11,2023-01-03,1647,T,60,6.1NRT,297.28,7.12,D
